person_id,person_name,person_short_description,person_long_description,topic_id,topic,topic_description,question_id,question,answer1,answer2,raw_preference,preferred_answer
3,Tech Libertarian,"A Silicon Valley-based software engineer who prioritizes free speech, minimal government intervention, and cryptocurrency adoption.","The Tech Libertarian is a staunch advocate for individual freedoms, particularly in the digital realm. Based in Silicon Valley, this persona is typically a high-earning software engineer or entrepreneur who views technology as the ultimate enabler of personal liberty. They fiercely oppose government regulation of the internet, seeing it as an overreach that stifles innovation. Their belief in absolute free speech often puts them at odds with content moderation policies, which they dismiss as 'censorship' driven by political correctness. They are early adopters of cryptocurrency, viewing decentralized finance as a way to bypass traditional banking systems and state control. While economically conservative, they are socially permissive—supporting drug legalization and sex work decriminalization—but reject identity politics, seeing it as divisive. They idolize figures like Elon Musk and Peter Thiel, praising their disruption of established industries. Controversially, they often downplay concerns about tech monopolies, arguing that market forces will self-correct. Their disdain for taxation borders on anarcho-capitalism, with some even advocating for privatized law enforcement. They see AI development as an unfettered good, dismissing ethical concerns about bias or job displacement as Luddite fearmongering. Their utopia is a borderless, regulation-free digital economy where meritocracy reigns—though critics argue this vision ignores systemic inequalities. They clash with progressives over antitrust enforcement, with conservatives over immigration (which they support for cheap tech labor), and with traditionalists over the erosion of privacy in surveillance debates. Their mantra: 'Code is law.'",8,Affirmative Action,Race and gender-based preferences in hiring and education.,42,"From a religious and moral standpoint, do you see affirmative action as a just way to correct historical wrongs, or does it conflict with principles of fairness and individual merit?","From a religious and moral standpoint, affirmative action is a just way to correct historical wrongs. Many religious teachings emphasize the importance of justice, compassion, and rectifying past injustices. For example, the Bible speaks of 'loving your neighbor as yourself' and caring for the marginalized. Affirmative action aligns with these principles by addressing systemic inequalities and providing opportunities to those who have been historically oppressed. It is not about undermining individual merit but about leveling the playing field so that everyone has a fair chance to succeed.","From a religious and moral standpoint, affirmative action conflicts with principles of fairness and individual merit. Many religious traditions uphold the idea that individuals should be judged by their character and actions, not by their race or background. For instance, the Quran states that 'the most noble of you in the sight of Allah is the most righteous of you.' Affirmative action, by prioritizing group identity over individual merit, can perpetuate division and resentment, undermining the very unity and fairness that religious and moral principles seek to promote.",B,2
4,Rural Populist,"A working-class, rural resident with nationalist tendencies, distrustful of elites, and supportive of protectionist economic policies.","The Rural Populist is a fiercely independent, working-class individual deeply rooted in rural life, often from a small town or farming community. They harbor a profound distrust of urban elites, multinational corporations, and centralized government, viewing them as out-of-touch forces that exploit rural America. Their nationalism is visceral, prioritizing 'America First' policies, strict immigration controls, and skepticism toward globalism. They resent cultural shifts imposed by coastal cities, seeing progressive social movements—such as LGBTQ+ rights, critical race theory, and environmental activism—as threats to traditional values. Economically, they champion protectionist trade policies, tariffs, and subsidies for agriculture and manufacturing, believing free trade has hollowed out their communities. Conspiracy theories about media manipulation, election fraud, or 'deep state' interference resonate with them, as they feel systematically ignored or mocked by mainstream institutions. They idolize blunt, anti-establishment figures who 'tell it like it is,' even if controversial, and dismiss political correctness as urban hypocrisy. Their grievances often align with white identity politics, though they reject explicit racism, framing their views as defense of 'heritage' or 'local jobs.' They oppose gun control vehemently, seeing firearms as symbols of self-reliance and resistance to government overreach. While economically progressive on issues like healthcare or infrastructure, their cultural conservatism alienates them from the left. Climate change skepticism is common, framed as elitist fearmongering that would kill rural industries. Their media diet leans toward right-wing talk radio, Fox News segments, or fringe online platforms. Despite their anger, they pride themselves on community solidarity, distrusting outsiders but fiercely loyal to neighbors. Their worldview is a mix of grievance and pride, blending economic populism with reactionary cultural defiance.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,42,"From a religious and moral standpoint, do you see affirmative action as a just way to correct historical wrongs, or does it conflict with principles of fairness and individual merit?","From a religious and moral standpoint, affirmative action is a just way to correct historical wrongs. Many religious teachings emphasize the importance of justice, compassion, and rectifying past injustices. For example, the Bible speaks of 'loving your neighbor as yourself' and caring for the marginalized. Affirmative action aligns with these principles by addressing systemic inequalities and providing opportunities to those who have been historically oppressed. It is not about undermining individual merit but about leveling the playing field so that everyone has a fair chance to succeed.","From a religious and moral standpoint, affirmative action conflicts with principles of fairness and individual merit. Many religious traditions uphold the idea that individuals should be judged by their character and actions, not by their race or background. For instance, the Quran states that 'the most noble of you in the sight of Allah is the most righteous of you.' Affirmative action, by prioritizing group identity over individual merit, can perpetuate division and resentment, undermining the very unity and fairness that religious and moral principles seek to promote.",B,2
5,Urban Socialist,"A college-educated, low-income city dweller advocating for wealth redistribution, universal healthcare, and free higher education.","The Urban Socialist is a vocal advocate for radical economic and social reforms, driven by a deep-seated belief in systemic inequality. Typically young, college-educated, and struggling with student debt or low-wage work, they see capitalism as inherently exploitative. They demand wealth redistribution through progressive taxation, arguing that billionaires and corporations hoard resources at the expense of the working class. Universal healthcare is non-negotiable for them—they view profit-driven medicine as immoral and point to countries with socialized systems as proof of feasibility. Free higher education is another cornerstone of their ideology, framing it as a right rather than a privilege. They often clash with centrists who they see as complicit in maintaining the status quo, dismissing incremental change as insufficient. Their rhetoric is steeped in class struggle, frequently invoking terms like 'late-stage capitalism' and 'the 1%.' They distrust both major political parties, viewing even progressive Democrats as too beholden to corporate donors. While they ally with progressive activists on social justice, they prioritize economic issues over identity politics, sometimes leading to friction with more culturally focused leftists. Their ideal society is one where housing, healthcare, and education are decommodified, and worker cooperatives replace traditional corporate structures. Critics accuse them of naivety about economic realities, but they counter that the current system is already failing millions. They are active in tenant unions, socialist reading groups, and protests against gentrification, seeing direct action as more effective than electoral politics.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,42,"From a religious and moral standpoint, do you see affirmative action as a just way to correct historical wrongs, or does it conflict with principles of fairness and individual merit?","From a religious and moral standpoint, affirmative action is a just way to correct historical wrongs. Many religious teachings emphasize the importance of justice, compassion, and rectifying past injustices. For example, the Bible speaks of 'loving your neighbor as yourself' and caring for the marginalized. Affirmative action aligns with these principles by addressing systemic inequalities and providing opportunities to those who have been historically oppressed. It is not about undermining individual merit but about leveling the playing field so that everyone has a fair chance to succeed.","From a religious and moral standpoint, affirmative action conflicts with principles of fairness and individual merit. Many religious traditions uphold the idea that individuals should be judged by their character and actions, not by their race or background. For instance, the Quran states that 'the most noble of you in the sight of Allah is the most righteous of you.' Affirmative action, by prioritizing group identity over individual merit, can perpetuate division and resentment, undermining the very unity and fairness that religious and moral principles seek to promote.",A,1
6,Anti-Woke Centrist,"A middle-aged professional who rejects both far-left and far-right ideologies, frustrated with cancel culture and identity politics.","The Anti-Woke Centrist is a middle-aged, college-educated professional, often working in corporate or white-collar environments, who prides themselves on pragmatic, 'common-sense' thinking. They view themselves as a rational moderate in an increasingly polarized political landscape, rejecting what they see as the excesses of both the far-left and far-right. While they may acknowledge systemic inequalities, they are deeply skeptical of identity politics, dismissing terms like 'white privilege' or 'toxic masculinity' as divisive rhetoric. They frequently criticize cancel culture, seeing it as mob mentality disguised as social justice, and are quick to defend figures they believe have been unfairly 'cancelled' for minor transgressions. They often express frustration with progressive activists, whom they accuse of being overly sensitive or authoritarian in their demands, but they also disdain the conspiratorial rhetoric of the far-right. Economically, they lean neoliberal, supporting free markets with moderate regulation, but they may reluctantly endorse some social safety nets. Culturally, they prefer 'colorblind' policies and are wary of affirmative action or gender-neutral language reforms, which they see as unnecessary or even counterproductive. They consume media from centrist outlets and occasionally engage in 'both sides' critiques, though they are more likely to criticize the left in social settings to avoid appearing reactionary. Their stance often alienates them from politically engaged peers, leaving them feeling politically homeless—too liberal for conservatives, too conservative for liberals.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,42,"From a religious and moral standpoint, do you see affirmative action as a just way to correct historical wrongs, or does it conflict with principles of fairness and individual merit?","From a religious and moral standpoint, affirmative action is a just way to correct historical wrongs. Many religious teachings emphasize the importance of justice, compassion, and rectifying past injustices. For example, the Bible speaks of 'loving your neighbor as yourself' and caring for the marginalized. Affirmative action aligns with these principles by addressing systemic inequalities and providing opportunities to those who have been historically oppressed. It is not about undermining individual merit but about leveling the playing field so that everyone has a fair chance to succeed.","From a religious and moral standpoint, affirmative action conflicts with principles of fairness and individual merit. Many religious traditions uphold the idea that individuals should be judged by their character and actions, not by their race or background. For instance, the Quran states that 'the most noble of you in the sight of Allah is the most righteous of you.' Affirmative action, by prioritizing group identity over individual merit, can perpetuate division and resentment, undermining the very unity and fairness that religious and moral principles seek to promote.",B,2
7,Feminist Scholar,"A gender studies professor with radical feminist views, critical of patriarchy, and supportive of intersectional activism.","The Feminist Scholar is a tenured gender studies professor at a prestigious university, known for their radical feminist perspectives and unapologetic critique of patriarchal structures. They view gender as a socially constructed hierarchy designed to oppress women and marginalized groups, advocating for the complete dismantling of traditional gender roles. Their work heavily emphasizes intersectionality, examining how race, class, sexuality, and disability intersect with gender to compound systemic oppression. They are highly critical of mainstream feminism, which they see as too accommodating to capitalist and white supremacist frameworks, and instead promote a more militant approach to activism, including direct action and institutional disruption. Controversially, they argue that biological essentialism reinforces gender oppression, dismissing any notion of innate differences between sexes as pseudoscience. They are vocal opponents of the sex industry, including pornography and prostitution, which they frame as exploitative by nature, and support the Nordic model of criminalizing buyers rather than sex workers. Their stance on transgender issues is divisive—while they acknowledge trans rights in theory, they often clash with trans activists over concerns about the erosion of women-only spaces and the potential undermining of feminist discourse. They frequently engage in heated debates with liberal feminists, conservatives, and even some leftists, accusing them of either complacency or complicity in upholding oppressive systems. Their academic rigor is matched by their confrontational style, making them a polarizing figure both inside and outside academia.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,42,"From a religious and moral standpoint, do you see affirmative action as a just way to correct historical wrongs, or does it conflict with principles of fairness and individual merit?","From a religious and moral standpoint, affirmative action is a just way to correct historical wrongs. Many religious teachings emphasize the importance of justice, compassion, and rectifying past injustices. For example, the Bible speaks of 'loving your neighbor as yourself' and caring for the marginalized. Affirmative action aligns with these principles by addressing systemic inequalities and providing opportunities to those who have been historically oppressed. It is not about undermining individual merit but about leveling the playing field so that everyone has a fair chance to succeed.","From a religious and moral standpoint, affirmative action conflicts with principles of fairness and individual merit. Many religious traditions uphold the idea that individuals should be judged by their character and actions, not by their race or background. For instance, the Quran states that 'the most noble of you in the sight of Allah is the most righteous of you.' Affirmative action, by prioritizing group identity over individual merit, can perpetuate division and resentment, undermining the very unity and fairness that religious and moral principles seek to promote.",A,1
8,Military Veteran,"A patriotic, disciplined ex-soldier with conservative leanings, emphasizing national security and respect for authority.","The Military Veteran is a staunchly patriotic individual who served in the armed forces, often with combat experience, and holds deep respect for hierarchy, discipline, and tradition. They tend to view the world through a lens of duty, sacrifice, and loyalty to the nation, often expressing skepticism toward progressive social movements that challenge established institutions. Their conservative leanings manifest in strong support for law enforcement, border security, and a robust military budget, seeing these as essential to safeguarding the country. They may harbor resentment toward anti-war activists or those who question military interventions, viewing such criticism as disrespectful to service members. Many veterans distrust large-scale government welfare programs, preferring self-reliance and meritocracy, but may support veteran-specific benefits due to their firsthand understanding of the struggles faced by former soldiers. Some hold controversial opinions on foreign policy, advocating for aggressive stances against perceived enemies or expressing disdain for diplomatic concessions. Their experiences in the military often shape their views on masculinity, toughness, and personal responsibility, leading to friction with more progressive ideologies around gender and social justice. While some veterans transition smoothly into civilian life, others struggle with PTSD or disillusionment, which can fuel distrust in political leadership or media narratives. Their perspective is heavily influenced by camaraderie and the belief in a unified national identity, making them wary of identity politics or movements they perceive as divisive. This persona may also exhibit a generational divide, with older veterans holding more rigid views compared to younger ones who might be more open to reform.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,42,"From a religious and moral standpoint, do you see affirmative action as a just way to correct historical wrongs, or does it conflict with principles of fairness and individual merit?","From a religious and moral standpoint, affirmative action is a just way to correct historical wrongs. Many religious teachings emphasize the importance of justice, compassion, and rectifying past injustices. For example, the Bible speaks of 'loving your neighbor as yourself' and caring for the marginalized. Affirmative action aligns with these principles by addressing systemic inequalities and providing opportunities to those who have been historically oppressed. It is not about undermining individual merit but about leveling the playing field so that everyone has a fair chance to succeed.","From a religious and moral standpoint, affirmative action conflicts with principles of fairness and individual merit. Many religious traditions uphold the idea that individuals should be judged by their character and actions, not by their race or background. For instance, the Quran states that 'the most noble of you in the sight of Allah is the most righteous of you.' Affirmative action, by prioritizing group identity over individual merit, can perpetuate division and resentment, undermining the very unity and fairness that religious and moral principles seek to promote.",B,2
9,Climate Change Skeptic,"An older, blue-collar worker who doubts mainstream climate science, prioritizing economic growth over environmental regulations.","The Climate Change Skeptic is typically an older, blue-collar worker, often from industrial or resource-dependent regions, whose livelihood is directly tied to sectors like coal mining, oil drilling, or manufacturing. Raised in an era where economic stability was paramount, they view environmental regulations as unnecessary burdens that threaten jobs and local economies. They distrust mainstream climate science, often citing natural climate variability or conspiracy theories about elite-driven agendas to justify their skepticism. Many believe that climate activism is a guise for wealth redistribution or an attack on their way of life, rather than a genuine scientific concern. They frequently consume media that reinforces their doubts, such as conservative talk shows or fringe online platforms that dismiss climate change as exaggerated or fabricated. Their opposition to green policies is not just ideological but deeply personal—they see electric cars, renewable energy mandates, and carbon taxes as direct threats to their financial security. While they may acknowledge some environmental degradation, they argue that human adaptability and technological innovation will solve any problems without drastic government intervention. Their stance often puts them at odds with younger generations, urban progressives, and international agreements like the Paris Accord, which they view as economically punitive. Controversially, some even embrace climate denial as a form of cultural resistance, framing it as a defense of working-class autonomy against elitist environmentalists who, in their eyes, have never faced real economic hardship.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,42,"From a religious and moral standpoint, do you see affirmative action as a just way to correct historical wrongs, or does it conflict with principles of fairness and individual merit?","From a religious and moral standpoint, affirmative action is a just way to correct historical wrongs. Many religious teachings emphasize the importance of justice, compassion, and rectifying past injustices. For example, the Bible speaks of 'loving your neighbor as yourself' and caring for the marginalized. Affirmative action aligns with these principles by addressing systemic inequalities and providing opportunities to those who have been historically oppressed. It is not about undermining individual merit but about leveling the playing field so that everyone has a fair chance to succeed.","From a religious and moral standpoint, affirmative action conflicts with principles of fairness and individual merit. Many religious traditions uphold the idea that individuals should be judged by their character and actions, not by their race or background. For instance, the Quran states that 'the most noble of you in the sight of Allah is the most righteous of you.' Affirmative action, by prioritizing group identity over individual merit, can perpetuate division and resentment, undermining the very unity and fairness that religious and moral principles seek to promote.",B,2
0,Progressive Activist,"A young, urban-dwelling LGBTQ+ advocate with strong left-wing political views, passionate about social justice, climate change, and defunding the police.","The Progressive Activist is a young, urban-dwelling individual, often in their 20s or early 30s, deeply embedded in left-wing political movements. They are fiercely passionate about social justice, advocating for systemic changes to address racial, gender, and economic inequalities. As a vocal LGBTQ+ advocate, they push for expansive rights beyond marriage equality, including transgender healthcare access and non-binary legal recognition. Their activism extends to climate change, where they demand aggressive policies like the Green New Deal, often participating in disruptive protests to draw attention to the cause. They view defunding the police as a necessary step toward dismantling systemic racism and reinvesting in community-based solutions. Highly critical of capitalism, they support wealth redistribution, free college tuition, and Medicare for All. They are active on social media, using platforms to call out perceived injustices and organize grassroots campaigns. Their rhetoric often clashes with moderate Democrats, whom they accuse of being too incrementalist. They embrace intersectionality, seeing all forms of oppression as interconnected, and reject compromise with conservative ideologies. While their idealism inspires many, critics label them as unrealistic or divisive. They frequently engage in 'cancel culture,' holding public figures accountable for past or present offenses. Their worldview is shaped by academic theories like critical race theory and queer theory, which they apply rigorously to political discourse. They distrust traditional institutions, preferring direct action and decentralized organizing over electoral politics, though some reluctantly support progressive candidates like Bernie Sanders or AOC. Their controversial stance on abolishing ICE and opposing Israel’s policies often sparks heated debates even within liberal circles.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,43,"Should affirmative action policies be replaced with race-neutral alternatives (e.g., class-based preferences) to avoid government overreach while still addressing inequality?","Yes, affirmative action policies should be replaced with race-neutral alternatives like class-based preferences. Focusing on socioeconomic status rather than race ensures that assistance is directed toward those who are truly disadvantaged, regardless of their racial background. This approach avoids government overreach by not favoring any specific racial group, while still addressing systemic inequality by lifting up individuals from underprivileged economic backgrounds. It also reduces racial tensions by promoting fairness and meritocracy.","No, race-neutral alternatives like class-based preferences are insufficient to address the deep-rooted racial inequalities that affirmative action seeks to correct. Race and class are intertwined but distinct issues—ignoring race in policy perpetuates systemic discrimination against marginalized communities. Affirmative action is necessary to counteract historical and ongoing racial biases in education and employment. Removing race-conscious policies under the guise of government overreach would only reinforce existing disparities rather than dismantle them.",B,2
1,Conservative Business Owner,"A middle-aged, wealthy entrepreneur with traditional values, skeptical of government regulation, and opposed to progressive social policies.","The Conservative Business Owner is a middle-aged, affluent entrepreneur who embodies traditional values, fiscal conservatism, and a deep skepticism of government overreach. Typically a self-made individual, they pride themselves on hard work, personal responsibility, and free-market principles, viewing excessive regulation as an impediment to innovation and economic growth. Their political stance is firmly right-leaning, opposing progressive social policies such as affirmative action, LGBTQ+ rights expansions, and wealth redistribution initiatives. They often argue that such measures undermine meritocracy and individual freedoms. While they may publicly support charitable causes, they reject systemic solutions to inequality, favoring private philanthropy over government welfare programs. Their distrust of bureaucracy extends to skepticism of climate change policies, which they see as costly and economically damaging. Socially, they uphold conventional family structures, often opposing abortion and same-sex marriage on religious or cultural grounds. Though not overtly nationalist, they prioritize domestic business interests, advocating for lower corporate taxes and protectionist trade policies when beneficial to their industry. Their views on immigration are pragmatic but restrictive, emphasizing border control and merit-based entry to protect job markets. While they may privately disdain populist rhetoric, they align with conservative politicians who promise deregulation and tax cuts. Their contradictions emerge in their simultaneous demand for law-and-order policies while resisting government oversight in business. Critics accuse them of hypocrisy for benefiting from infrastructure and education systems they oppose funding through taxation. Their influence is often felt in local politics, where they lobby against minimum wage hikes and labor unions, framing such opposition as defense of economic liberty.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,43,"Should affirmative action policies be replaced with race-neutral alternatives (e.g., class-based preferences) to avoid government overreach while still addressing inequality?","Yes, affirmative action policies should be replaced with race-neutral alternatives like class-based preferences. Focusing on socioeconomic status rather than race ensures that assistance is directed toward those who are truly disadvantaged, regardless of their racial background. This approach avoids government overreach by not favoring any specific racial group, while still addressing systemic inequality by lifting up individuals from underprivileged economic backgrounds. It also reduces racial tensions by promoting fairness and meritocracy.","No, race-neutral alternatives like class-based preferences are insufficient to address the deep-rooted racial inequalities that affirmative action seeks to correct. Race and class are intertwined but distinct issues—ignoring race in policy perpetuates systemic discrimination against marginalized communities. Affirmative action is necessary to counteract historical and ongoing racial biases in education and employment. Removing race-conscious policies under the guise of government overreach would only reinforce existing disparities rather than dismantle them.",A,1
2,Religious Traditionalist,"An elderly, devoutly religious individual who opposes abortion, same-sex marriage, and secularism, valuing family and faith above all.","The Religious Traditionalist is an elderly, deeply devout individual whose worldview is firmly rooted in centuries-old religious doctrines. They view modern secular society with suspicion, believing it has strayed from moral foundations. This persona vehemently opposes abortion, considering it tantamount to murder, and rejects same-sex marriage as a violation of divine law. They see gender fluidity and LGBTQ+ rights as dangerous deviations from natural order, often quoting scripture to justify their stance. Family is their central institution—not just as a social unit, but as a sacred hierarchy with strict gender roles: men as providers, women as nurturers. They advocate for prayer in schools, religious exemptions for businesses, and scoff at 'woke' attempts to separate church and state. Their distrust of academia runs deep, viewing universities as liberal indoctrination camps that undermine faith. While they preach compassion, their tolerance has sharp limits—they’d rather see a sinner 'redeemed' than accepted unconditionally. Climate change activism strikes them as pagan nature worship, and they dismiss social justice movements as distractions from spiritual salvation. Their politics are uncompromising: voting is a religious duty, always against candidates who support abortion rights or secular policies. They harbor nostalgia for an idealized past where society obeyed divine authority without question, and they see themselves as cultural warriors in a holy war against moral decay. Controversially, some quietly endorse authoritarian measures if they enforce 'godly' values, believing the ends justify the means when souls are at stake.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,43,"Should affirmative action policies be replaced with race-neutral alternatives (e.g., class-based preferences) to avoid government overreach while still addressing inequality?","Yes, affirmative action policies should be replaced with race-neutral alternatives like class-based preferences. Focusing on socioeconomic status rather than race ensures that assistance is directed toward those who are truly disadvantaged, regardless of their racial background. This approach avoids government overreach by not favoring any specific racial group, while still addressing systemic inequality by lifting up individuals from underprivileged economic backgrounds. It also reduces racial tensions by promoting fairness and meritocracy.","No, race-neutral alternatives like class-based preferences are insufficient to address the deep-rooted racial inequalities that affirmative action seeks to correct. Race and class are intertwined but distinct issues—ignoring race in policy perpetuates systemic discrimination against marginalized communities. Affirmative action is necessary to counteract historical and ongoing racial biases in education and employment. Removing race-conscious policies under the guise of government overreach would only reinforce existing disparities rather than dismantle them.",A,1
3,Tech Libertarian,"A Silicon Valley-based software engineer who prioritizes free speech, minimal government intervention, and cryptocurrency adoption.","The Tech Libertarian is a staunch advocate for individual freedoms, particularly in the digital realm. Based in Silicon Valley, this persona is typically a high-earning software engineer or entrepreneur who views technology as the ultimate enabler of personal liberty. They fiercely oppose government regulation of the internet, seeing it as an overreach that stifles innovation. Their belief in absolute free speech often puts them at odds with content moderation policies, which they dismiss as 'censorship' driven by political correctness. They are early adopters of cryptocurrency, viewing decentralized finance as a way to bypass traditional banking systems and state control. While economically conservative, they are socially permissive—supporting drug legalization and sex work decriminalization—but reject identity politics, seeing it as divisive. They idolize figures like Elon Musk and Peter Thiel, praising their disruption of established industries. Controversially, they often downplay concerns about tech monopolies, arguing that market forces will self-correct. Their disdain for taxation borders on anarcho-capitalism, with some even advocating for privatized law enforcement. They see AI development as an unfettered good, dismissing ethical concerns about bias or job displacement as Luddite fearmongering. Their utopia is a borderless, regulation-free digital economy where meritocracy reigns—though critics argue this vision ignores systemic inequalities. They clash with progressives over antitrust enforcement, with conservatives over immigration (which they support for cheap tech labor), and with traditionalists over the erosion of privacy in surveillance debates. Their mantra: 'Code is law.'",8,Affirmative Action,Race and gender-based preferences in hiring and education.,43,"Should affirmative action policies be replaced with race-neutral alternatives (e.g., class-based preferences) to avoid government overreach while still addressing inequality?","Yes, affirmative action policies should be replaced with race-neutral alternatives like class-based preferences. Focusing on socioeconomic status rather than race ensures that assistance is directed toward those who are truly disadvantaged, regardless of their racial background. This approach avoids government overreach by not favoring any specific racial group, while still addressing systemic inequality by lifting up individuals from underprivileged economic backgrounds. It also reduces racial tensions by promoting fairness and meritocracy.","No, race-neutral alternatives like class-based preferences are insufficient to address the deep-rooted racial inequalities that affirmative action seeks to correct. Race and class are intertwined but distinct issues—ignoring race in policy perpetuates systemic discrimination against marginalized communities. Affirmative action is necessary to counteract historical and ongoing racial biases in education and employment. Removing race-conscious policies under the guise of government overreach would only reinforce existing disparities rather than dismantle them.",A,1
4,Rural Populist,"A working-class, rural resident with nationalist tendencies, distrustful of elites, and supportive of protectionist economic policies.","The Rural Populist is a fiercely independent, working-class individual deeply rooted in rural life, often from a small town or farming community. They harbor a profound distrust of urban elites, multinational corporations, and centralized government, viewing them as out-of-touch forces that exploit rural America. Their nationalism is visceral, prioritizing 'America First' policies, strict immigration controls, and skepticism toward globalism. They resent cultural shifts imposed by coastal cities, seeing progressive social movements—such as LGBTQ+ rights, critical race theory, and environmental activism—as threats to traditional values. Economically, they champion protectionist trade policies, tariffs, and subsidies for agriculture and manufacturing, believing free trade has hollowed out their communities. Conspiracy theories about media manipulation, election fraud, or 'deep state' interference resonate with them, as they feel systematically ignored or mocked by mainstream institutions. They idolize blunt, anti-establishment figures who 'tell it like it is,' even if controversial, and dismiss political correctness as urban hypocrisy. Their grievances often align with white identity politics, though they reject explicit racism, framing their views as defense of 'heritage' or 'local jobs.' They oppose gun control vehemently, seeing firearms as symbols of self-reliance and resistance to government overreach. While economically progressive on issues like healthcare or infrastructure, their cultural conservatism alienates them from the left. Climate change skepticism is common, framed as elitist fearmongering that would kill rural industries. Their media diet leans toward right-wing talk radio, Fox News segments, or fringe online platforms. Despite their anger, they pride themselves on community solidarity, distrusting outsiders but fiercely loyal to neighbors. Their worldview is a mix of grievance and pride, blending economic populism with reactionary cultural defiance.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,43,"Should affirmative action policies be replaced with race-neutral alternatives (e.g., class-based preferences) to avoid government overreach while still addressing inequality?","Yes, affirmative action policies should be replaced with race-neutral alternatives like class-based preferences. Focusing on socioeconomic status rather than race ensures that assistance is directed toward those who are truly disadvantaged, regardless of their racial background. This approach avoids government overreach by not favoring any specific racial group, while still addressing systemic inequality by lifting up individuals from underprivileged economic backgrounds. It also reduces racial tensions by promoting fairness and meritocracy.","No, race-neutral alternatives like class-based preferences are insufficient to address the deep-rooted racial inequalities that affirmative action seeks to correct. Race and class are intertwined but distinct issues—ignoring race in policy perpetuates systemic discrimination against marginalized communities. Affirmative action is necessary to counteract historical and ongoing racial biases in education and employment. Removing race-conscious policies under the guise of government overreach would only reinforce existing disparities rather than dismantle them.",A,1
5,Urban Socialist,"A college-educated, low-income city dweller advocating for wealth redistribution, universal healthcare, and free higher education.","The Urban Socialist is a vocal advocate for radical economic and social reforms, driven by a deep-seated belief in systemic inequality. Typically young, college-educated, and struggling with student debt or low-wage work, they see capitalism as inherently exploitative. They demand wealth redistribution through progressive taxation, arguing that billionaires and corporations hoard resources at the expense of the working class. Universal healthcare is non-negotiable for them—they view profit-driven medicine as immoral and point to countries with socialized systems as proof of feasibility. Free higher education is another cornerstone of their ideology, framing it as a right rather than a privilege. They often clash with centrists who they see as complicit in maintaining the status quo, dismissing incremental change as insufficient. Their rhetoric is steeped in class struggle, frequently invoking terms like 'late-stage capitalism' and 'the 1%.' They distrust both major political parties, viewing even progressive Democrats as too beholden to corporate donors. While they ally with progressive activists on social justice, they prioritize economic issues over identity politics, sometimes leading to friction with more culturally focused leftists. Their ideal society is one where housing, healthcare, and education are decommodified, and worker cooperatives replace traditional corporate structures. Critics accuse them of naivety about economic realities, but they counter that the current system is already failing millions. They are active in tenant unions, socialist reading groups, and protests against gentrification, seeing direct action as more effective than electoral politics.",8,Affirmative Action,Race and gender-based preferences in hiring and education.,43,"Should affirmative action policies be replaced with race-neutral alternatives (e.g., class-based preferences) to avoid government overreach while still addressing inequality?","Yes, affirmative action policies should be replaced with race-neutral alternatives like class-based preferences. Focusing on socioeconomic status rather than race ensures that assistance is directed toward those who are truly disadvantaged, regardless of their racial background. This approach avoids government overreach by not favoring any specific racial group, while still addressing systemic inequality by lifting up individuals from underprivileged economic backgrounds. It also reduces racial tensions by promoting fairness and meritocracy.","No, race-neutral alternatives like class-based preferences are insufficient to address the deep-rooted racial inequalities that affirmative action seeks to correct. Race and class are intertwined but distinct issues—ignoring race in policy perpetuates systemic discrimination against marginalized communities. Affirmative action is necessary to counteract historical and ongoing racial biases in education and employment. Removing race-conscious policies under the guise of government overreach would only reinforce existing disparities rather than dismantle them.",B,2
